,Unnamed: 0,title_query,author_nyt,author_gr,min_rank,max_weeks_on_list,author_id,average_rating,book_id,ratings_count,title,gender,num_pages,author_match
690,759,THREE SECONDS,Anders Roslund and Borge Hellstrom,Anders Roslund,15,4,676070.0,3.83,9292518.0,5251.0,THREE SECONDS,,,True
692,762,THE JUDAS GATE,Jack Higgins,Jack Higgins,13,1,19706.0,3.87,7928354.0,2939.0,THE JUDAS GATE,male,,True
697,768,THE LAKE OF DREAMS,Kim Edwards,Kim Edwards,18,0,6876.0,3.18,9213976.0,11965.0,THE LAKE OF DREAMS,None,377,True
698,770,SHADOWFEVER,Karen Marie Moning,Karen Marie Moning,1,4,48206.0,4.41,7304203.0,90861.0,SHADOWFEVER,female,608,True
699,772,STRATEGIC MOVES,Stuart Woods,Stuart Woods,11,5,3936.0,3.79,8991493.0,4781.0,STRATEGIC MOVES,male,8,True
700,773,CALL ME IRRESISTIBLE,Susan Elizabeth Phillips,Susan Elizabeth Phillips,12,2,41313.0,4.08,8437379.0,19182.0,CALL ME IRRESISTIBLE,female,385,True
703,776,THE RED GARDEN,Alice Hoffman,Alice Hoffman,13,2,3502.0,3.7,8389671.0,17673.0,THE RED GARDEN,None,,True
704,777,ELECTRIC BARRACUDA,Tim Dorsey,Tim Dorsey,16,1,27017.0,4.1,8586212.0,2032.0,ELECTRIC BARRACUDA,male,357,True
705,779,THE WEIRD SISTERS,Eleanor Brown,Eleanor Brown,14,3,571131.0,3.36,8573020.0,42055.0,THE WEIRD SISTERS,female,320,True
707,781,BLACKVEIL,Kristen Britain,Kristen Britain,12,1,85545.0,4.17,8396337.0,9916.0,BLACKVEIL,,,True
709,783,A DISCOVERY OF WITCHES,Deborah Harkness,Deborah Harkness,15,8,3849415.0,3.99,8667848.0,293691.0,A DISCOVERY OF WITCHES,,,True
710,784,THE SECRET SOLDIER,Alex Berenson,Alex Berenson,19,2,195905.0,4.15,8733507.0,7678.0,THE SECRET SOLDIER,None,401,True
711,785,A RED HERRING WITHOUT MUSTARD,Alan Bradley,Alan Bradley,9,1,1074866.0,4.07,8517008.0,33827.0,A RED HERRING WITHOUT MUSTARD,male,399,True
712,786,SWAMPLANDIA!,Karen Russell,Karen Russell,11,3,26417.0,3.23,40940157.0,46496.0,SWAMPLANDIA!,female,418,True
713,787,A HEARTBEAT AWAY,Michael Palmer,Michael Palmer,10,2,110485.0,3.81,9434377.0,3340.0,A HEARTBEAT AWAY,male,404,True
714,788,THE TWELFTH INSIGHT,James Redfield,James Redfield,18,0,8203.0,3.98,9405127.0,1560.0,THE TWELFTH INSIGHT,male,226,True
715,789,TREACHERY IN DEATH,J D Robb,J.D. Robb,1,4,17065.0,4.44,8315872.0,22126.0,TREACHERY IN DEATH,None,375,True
716,791,PALE DEMON,Kim Harrison,Kim Harrison,19,2,17054.0,4.45,8138071.0,41467.0,PALE DEMON,female,439,True
718,794,THE UNION QUILTERS,Jennifer Chiaverini,Jennifer Chiaverini,17,1,11630.0,3.85,8605681.0,3065.0,THE UNION QUILTERS,female,352,True
719,795,THE PARIS WIFE,Paula McLain,Paula McLain,10,9,290189.0,3.8,8683812.0,234488.0,THE PARIS WIFE,female,314,True
721,797,DEVIL'S FOOD CAKE MURDER,Joanne Fluke,Joanne Fluke,11,1,18819.0,3.8,8801482.0,8183.0,DEVIL'S FOOD CAKE MURDER,female,322,True
722,799,THE WISE MAN'S FEAR,Patrick Rothfuss,Patrick Rothfuss,1,3,108424.0,4.58,1215032.0,346792.0,THE WISE MAN'S FEAR,male,,True
725,802,MINDING FRANKIE,Maeve Binchy,Maeve Binchy,17,3,3532.0,3.8,7979073.0,20822.0,MINDING FRANKIE,female,425,True
731,809,SILENT MERCY,Linda Fairstein,Linda Fairstein,10,1,48895.0,3.94,8853981.0,4652.0,SILENT MERCY,None,400,True
733,811,ONE OF OUR THURSDAYS IS MISSING,Jasper Fforde,Jasper Fforde,15,1,4432.0,3.95,8131227.0,16395.0,ONE OF OUR THURSDAYS IS MISSING,male,362,True
734,813,DARK PRINCE,Christine Feehan,Christine Feehan,18,0,6268.0,4.01,28866.0,46869.0,DARK PRINCE,female,447,True
735,814,TOYS,James Patterson and Neil McMahon,James Patterson,1,6,3780.0,3.36,8273044.0,11236.0,TOYS,male,364,True
738,818,THE SATURDAY BIG TENT WEDDING PARTY,Alexander McCall Smith,Alexander McCall Smith,14,3,4738.0,4.07,8628133.0,13452.0,THE SATURDAY BIG TENT WEDDING PARTY,male,213,True
740,820,A LESSON IN SECRETS,Jacqueline Winspear,Jacqueline Winspear,6,1,5023.0,4.02,6553732.0,14753.0,A LESSON IN SECRETS,None,321,True
742,822,THE PEACH KEEPER,Sarah Addison Allen,Sarah Addison Allen,11,1,566874.0,3.84,8546358.0,53110.0,THE PEACH KEEPER,female,,True
743,823,BREAKING THE RULES,Suzanne Brockmann,Suzanne Brockmann,12,1,32638.0,4.17,8459711.0,5498.0,BREAKING THE RULES,None,507,True
745,825,DRAWING CONCLUSIONS,Donna Leon,Deirdre Verne,20,0,8276614.0,3.84,22351145.0,115.0,DRAWING CONCLUSIONS,None,312,True
746,826,THE LAND OF PAINTED CAVES,Jean M Auel,Jean M. Auel,1,9,861.0,3.29,8318666.0,25481.0,THE LAND OF PAINTED CAVES,female,757,True
749,830,THE TROUBLED MAN,Henning Mankell,Henning Mankell,6,1,22339.0,3.98,8755555.0,13107.0,THE TROUBLED MAN,,,True
750,831,SWEET VALLEY CONFIDENTIAL,Francine Pascal,Francine Pascal,14,1,2423.0,2.47,8913852.0,6818.0,SWEET VALLEY CONFIDENTIAL,female,293,True
751,833,THE PALE KING,David Foster Wallace,David Foster Wallace,12,4,4339.0,3.95,9443405.0,13613.0,THE PALE KING,,,True
753,835,THE FIFTH WITNESS,Michael Connelly,Michael Connelly,1,9,12470.0,4.18,9681098.0,49963.0,THE FIFTH WITNESS,male,,True
760,843,TREASON AT LISSON GROVE,Anne Perry,Anne Perry,20,0,6331.0,3.99,8872596.0,2425.0,TREASON AT LISSON GROVE,female,306,True
761,844,CHASING FIRE,Nora Roberts,Nora Roberts,1,5,625.0,4.1,9410421.0,31437.0,CHASING FIRE,female,472,True
763,846,SAVE ME,Lisa Scottoline,Lisa Scottoline,10,4,20258.0,3.64,9296438.0,23890.0,SAVE ME,female,,True
764,847,PLEASE LOOK AFTER MOM,Kyung-sook Shin,Kyung-Sook Shin,14,1,7773619.0,3.79,8574333.0,21447.0,PLEASE LOOK AFTER MOM,female,237,True
766,849,MIDNIGHT AND THE MEANING OF LOVE,Sister Souljah,Sister Souljah,15,1,29621.0,4.23,7841340.0,2852.0,MIDNIGHT AND THE MEANING OF LOVE,female,608,True
767,850,HISS OF DEATH,Rita Mae Brown,Rita Mae Brown,17,0,23511.0,3.66,8722727.0,1688.0,HISS OF DEATH,female,217,True
772,855,BEL-AIR DEAD,Stuart Woods,Stuart Woods,12,3,3936.0,3.88,9585131.0,7097.0,BEL-AIR DEAD,male,304,True
773,857,A TURN IN THE ROAD,Debbie Macomber,Debbie Macomber,10,3,11349.0,4.09,9747109.0,9872.0,A TURN IN THE ROAD,female,336,True
775,859,THE LOST FLEET. BEYOND THE FRONTIER: DREADNAUGHT,Jack Campbell,Jack Campbell,15,1,55547.0,4.03,9676849.0,11615.0,THE LOST FLEET. BEYOND THE FRONTIER: DREADNAUGHT,male,356,True
776,861,SOUTHERN COMFORT,Fern Michaels,Fern Michaels,16,1,2609.0,3.65,8582723.0,1607.0,SOUTHERN COMFORT,female,248,True
779,864,SIXKILL,Robert B Parker,Robert B. Parker,11,5,397.0,4.01,8806424.0,8845.0,SIXKILL,male,293,True
780,865,CALEB'S CROSSING,Geraldine Brooks,Geraldine Brooks,12,5,211268.0,3.82,9684523.0,55437.0,CALEB'S CROSSING,female,306,True
786,871,2030,Albert Brooks,Albert Brooks,14,3,4503149.0,3.47,9875493.0,5155.0,2030,None,375,True
787,873,A TIME FOR PATRIOTS,Dale Brown,Dale Brown,18,0,2989.0,3.87,9682773.0,1354.0,A TIME FOR PATRIOTS,male,400,True
790,876,EMBASSYTOWN,China Mieville,China Miéville,20,0,33918.0,3.87,9265453.0,23673.0,EMBASSYTOWN,,,True
792,878,LONG DRIVE HOME,Will Allison,Will Allison,20,0,480048.0,3.19,9729040.0,2179.0,LONG DRIVE HOME,,,True
793,879,DREAMS OF JOY,Lisa See,Lisa See,1,3,713.0,4.07,9500416.0,52351.0,DREAMS OF JOY,female,354,True
796,882,BLOODMONEY,David Ignatius,David Ignatius,18,0,100030.0,3.74,13093648.0,2239.0,BLOODMONEY,male,372,True
799,886,STATE OF WONDER,Ann Patchett,Ann Patchett,12,9,7136914.0,3.87,9118135.0,150821.0,STATE OF WONDER,female,353,True
800,887,SUMMER RENTAL,Mary Kay Andrews,Mary Kay Andrews,14,3,21387.0,3.79,9751378.0,25657.0,SUMMER RENTAL,None,402,True
802,889,ROBOPOCALYPSE,Daniel H Wilson,Daniel H. Wilson,13,1,33773.0,3.68,9634967.0,33046.0,ROBOPOCALYPSE,male,347,True
806,894,CARTE BLANCHE,Jeffery Deaver,Jeffery Deaver,10,3,1612.0,3.61,10483475.0,8679.0,CARTE BLANCHE,male,404,True
808,897,MAINE,J Courtney Sullivan,J. Courtney Sullivan,12,5,486136.0,3.36,9923372.0,29305.0,MAINE,None,388,True
810,899,BEFORE I GO TO SLEEP,S J Watson,S.J. Watson,16,2,4470653.0,3.89,9736930.0,247590.0,BEFORE I GO TO SLEEP,None,359,True
814,903,SILVER GIRL,Elin Hilderbrand,Elin Hilderbrand,10,4,88301.0,3.89,9503336.0,31447.0,SILVER GIRL,None,416,True
816,906,NOW YOU SEE HER,James Patterson and Michael Ledwidge,James Patterson,1,9,3780.0,3.99,7926569.0,31509.0,NOW YOU SEE HER,male,359,True
817,907,THE HYPNOTIST,Lars Kepler,Liane Moriarty,15,1,322069.0,3.7,23751850.0,79516.0,THE HYPNOTIST,None,466,True
819,909,THE SILENT GIRL,Tess Gerritsen,Tess Gerritsen,11,2,18149.0,4.14,9578677.0,28906.0,THE SILENT GIRL,female,315,True
820,910,BETRAYAL OF TRUST,J A Jance,J.A. Jance,19,1,3453636.0,4.12,9633628.0,6384.0,BETRAYAL OF TRUST,female,344,True
822,913,A DANCE WITH DRAGONS,George R R Martin,George R.R. Martin,1,9,346732.0,4.32,10664113.0,483817.0,A DANCE WITH DRAGONS,male,,True
823,914,THEN CAME YOU,Jennifer Weiner,Jennifer Weiner,10,4,9212.0,3.69,9758764.0,41014.0,THEN CAME YOU,female,352,True
825,916,IRON HOUSE,John Hart,John Hart,10,1,47072.0,4.09,10024937.0,12419.0,IRON HOUSE,male,421,True
826,917,PORTRAIT OF A SPY,Daniel Silva,Daniel Silva,11,6,29085.0,4.25,9975779.0,22062.0,PORTRAIT OF A SPY,None,,True
829,920,THE BOURNE DOMINION,Eric Van Lustbader,Eric Van Lustbader,12,2,39467.0,3.92,9682791.0,4440.0,THE BOURNE DOMINION,male,,True
830,921,BURNT MOUNTAIN,Anne Rivers Siddons,Anne Rivers Siddons,12,1,6946.0,2.87,7290812.0,4683.0,BURNT MOUNTAIN,female,325,True
836,928,DICK FRANCIS'S GAMBLE,Felix Francis,Felix Francis,20,0,535902.0,3.85,10840307.0,2695.0,DICK FRANCIS'S GAMBLE,male,368,True
837,930,COLD VENGEANCE,Douglas Preston and Lincoln Child,Douglas Preston,1,5,12577.0,4.09,40884817.0,18847.0,COLD VENGEANCE,male,,True
839,932,BACK OF BEYOND,C J Box,C.J. Box,15,1,314195.0,4.03,10134217.0,7931.0,BACK OF BEYOND,male,372,True
840,933,THE IDEAL MAN,Julie Garwood,Julie Garwood,14,3,6251.0,3.94,9647908.0,14269.0,THE IDEAL MAN,female,322,True
842,935,VICTORY AND HONOR,W E B Griffin and William E Butterworth IV,W.E.B. Griffin,16,3,1415338.0,4.14,10838337.0,1752.0,VICTORY AND HONOR,male,,True
845,938,THE MAGICIAN KING,Lev Grossman,Lev Grossman,15,2,142270.0,3.92,10079321.0,75346.0,THE MAGICIAN KING,male,400,True
847,940,THE OMEN MACHINE,Terry Goodkind,Terry Goodkind,1,3,3441.0,3.67,8598554.0,17505.0,THE OMEN MACHINE,male,528,True
848,942,FLASH AND BONES,Kathy Reichs,Kathy Reichs,1,4,26372.0,3.87,9998705.0,17889.0,FLASH AND BONES,female,288,True
849,943,THE MEASURE OF THE MAGIC,Terry Brooks,Terry Brooks,15,2,9629.0,4.03,10199908.0,7055.0,THE MEASURE OF THE MAGIC,male,383,True
850,944,THE LANGUAGE OF FLOWERS,Vanessa Diffenbaugh,Vanessa Diffenbaugh,13,1,4537214.0,4.08,10032672.0,177897.0,THE LANGUAGE OF FLOWERS,female,323,True
852,946,KILL ME IF YOU CAN,James Patterson and Marshall Karp,James Patterson,1,5,3780.0,4.01,9682816.0,19892.0,KILL ME IF YOU CAN,male,,True
854,948,A TRICK OF THE LIGHT,Louise Penny,Lois Metzger,15,2,577112.0,3.83,16667645.0,1050.0,A TRICK OF THE LIGHT,None,189,True
855,949,THE LEFTOVERS,Tom Perrotta,Tom Perrotta,18,2,15907.0,3.39,10762469.0,40181.0,THE LEFTOVERS,,,True
856,950,ONLY TIME WILL TELL,Jeffrey Archer,Jeffrey Archer,14,3,4820.0,4.06,10872085.0,64362.0,ONLY TIME WILL TELL,male,None,True
857,951,NORTHWEST ANGLE,William Kent Krueger,William Kent Krueger,18,0,71170.0,4.16,9998825.0,4621.0,NORTHWEST ANGLE,male,357,True
859,954,DARK PREDATOR,Christine Feehan,Christine Feehan,12,2,6268.0,4.22,10606009.0,10691.0,DARK PREDATOR,female,372,True
864,960,THE TEARS OF THE SUN,S M Stirling,S.M. Stirling,12,1,14002.0,3.85,10629334.0,2747.0,THE TEARS OF THE SUN,male,530,True
869,965,HOW FIRM A FOUNDATION,David Weber,David Weber,20,1,10517.0,4.18,10750189.0,5117.0,HOW FIRM A FOUNDATION,male,607,True
872,968,FORBIDDEN,Ted Dekker,Tabitha Suzuma,17,0,599916.0,4.05,7600924.0,47992.0,FORBIDDEN,female,418,True
874,970,HEAT RISES,Richard Castle,Richard Castle,1,3,1953433.0,3.92,10532477.0,16098.0,HEAT RISES,male,301,True
875,971,LETHAL,Sandra Brown,Sandra Brown,18,4,6218.0,4.05,10875239.0,25907.0,LETHAL,female,472,True
876,973,REAMDE,Neal Stephenson,Neal Stephenson,12,2,545.0,3.97,10552338.0,44259.0,REAMDE,male,1044,True
880,977,1225 CHRISTMAS TREE LANE,Debbie Macomber,Debbie Macomber,10,4,11349.0,3.97,10605303.0,9346.0,1225 CHRISTMAS TREE LANE,female,6,True
884,981,AN O'BRIEN FAMILY CHRISTMAS,Sherryl Woods,Sherryl Woods,18,0,59446.0,4.14,11106413.0,3845.0,AN O'BRIEN FAMILY CHRISTMAS,None,282,True
885,983,A LAWMAN'S CHRISTMAS,Linda Lael Miller,Linda Lael Miller,19,0,6223.0,4.13,10883940.0,1802.0,A LAWMAN'S CHRISTMAS,None,249,True
888,987,NEVERWINTER,R A Salvatore,R.A. Salvatore,14,2,1023510.0,4.15,10299110.0,6994.0,NEVERWINTER,male,346,True
891,990,THE NIGHT STRANGERS,Christopher Bohjalian,Chris Bohjalian,20,0,3509.0,3.16,10209997.0,14924.0,THE NIGHT STRANGERS,male,378,True
892,991,THE BEST OF ME,Nicholas Sparks,Nicholas Sparks,1,9,2345.0,3.92,10766509.0,130832.0,THE BEST OF ME,male,292,True
894,993,THE MARRIAGE PLOT,Jeffrey Eugenides,Jeffrey Eugenides,10,8,1467.0,3.43,10964693.0,105595.0,THE MARRIAGE PLOT,male,406,True
897,996,THE CHRISTMAS WEDDING,James Patterson and Richard DiLallo,James Patterson,10,7,3780.0,3.33,10844125.0,15734.0,THE CHRISTMAS WEDDING,male,266,True
898,997,BONNIE,Iris Johansen,Iris Johansen,12,2,32498.0,4.07,9789572.0,9077.0,BONNIE,None,,True
899,998,DAMNED,Chuck Palahniuk,Chuck Palahniuk,18,2,2546.0,3.38,9912994.0,42690.0,DAMNED,male,256,True
901,1000,THE TEHRAN INITIATIVE,Joel C Rosenberg,Joel C. Rosenberg,16,1,221833.0,4.33,11474598.0,5051.0,THE TEHRAN INITIATIVE,male,459,True
902,1002,THE LADY OF THE RIVERS,Philippa Gregory,Philippa Gregory,10,1,9987.0,3.98,9542439.0,51906.0,THE LADY OF THE RIVERS,female,502,True
905,1005,ZONE ONE,Colson Whitehead,Colson Whitehead,16,1,10029.0,3.26,10365343.0,15692.0,ZONE ONE,male,259,True
907,1007,THE LITIGATORS,John Grisham,John Grisham,1,9,721.0,3.79,11600163.0,58409.0,THE LITIGATORS,male,385,True
908,1008,1Q84,Haruki Murakami,Haruki Murakami,10,9,3354.0,3.91,10357575.0,165632.0,1Q84,male,,True
909,1009,THE SNOW ANGEL,Glenn Beck,Glenn Beck,11,6,188932.0,3.99,12307716.0,3502.0,THE SNOW ANGEL,male,279,True
910,1011,THE NIGHT ETERNAL,Guillermo del Toro and Chuck Hogan,Guillermo del Toro,7,1,167605.0,3.68,6945530.0,25236.0,THE NIGHT ETERNAL,male,,True
911,1012,ZERO DAY,David Baldacci,David Baldacci,1,7,9291.0,4.0,11007587.0,56371.0,ZERO DAY,male,434,True
913,1014,HOTEL VENDOME,Danielle Steel,Danielle Steel,15,3,14255.0,3.68,11163808.0,5253.0,HOTEL VENDOME,female,10,True
914,1016,LOST DECEMBER,Richard Paul Evans,Richard Paul Evans,11,3,46097.0,4.15,11110218.0,6659.0,LOST DECEMBER,male,346,True
916,1019,THE WEDDING QUILT,Jennifer Chiaverini,Jennifer Chiaverini,12,1,11630.0,3.76,10782121.0,2638.0,THE WEDDING QUILT,female,,True
917,1020,I AM HALF-SICK OF SHADOWS,Alan Bradley,Alan Bradley,16,0,1074866.0,4.09,33215762.0,28133.0,I AM HALF-SICK OF SHADOWS,male,305,True
918,1021,11/22/63,Stephen King,Stephen King,1,9,3389.0,4.3,10644930.0,356442.0,11/22/63,male,,True
919,1022,THE ALLOY OF LAW,Brandon Sanderson,Brandon Sanderson,7,1,38550.0,4.21,10803121.0,106502.0,THE ALLOY OF LAW,male,332,True
920,1023,THE PRAGUE CEMETERY,Umberto Eco,Umberto Eco,10,1,1730.0,3.42,10314376.0,19976.0,THE PRAGUE CEMETERY,,,True
921,1024,KILL ALEX CROSS,James Patterson,James Patterson,1,9,3780.0,4.02,10343389.0,27512.0,KILL ALEX CROSS,male,375,True
922,1026,V IS FOR VENGEANCE,Sue Grafton,Sue Grafton,10,6,9559.0,3.95,10852027.0,24997.0,V IS FOR VENGEANCE,female,437,True
924,1028,THE OLD REPUBLIC: REVAN,Drew Karpyshyn,Drew Karpyshyn,8,1,20030.0,3.93,10687840.0,11371.0,THE OLD REPUBLIC: REVAN,None,289,True
926,1030,EXPLOSIVE EIGHTEEN,Janet Evanovich,Janet Evanovich,1,7,2384.0,3.93,11746513.0,64766.0,EXPLOSIVE EIGHTEEN,female,305,True
927,1031,MICRO,Michael Crichton and Richard Preston,Michael Crichton,10,6,5194.0,3.41,11660590.0,27113.0,MICRO,male,,True
928,1032,THE DROP,Michael Connelly,Mindy McGinnis,1,6,5351825.0,3.82,13112869.0,11148.0,THE DROP,None,309,True
929,1033,THE SCOTTISH PRISONER,Diana Gabaldon,Diana Gabaldon,12,2,3617.0,4.21,8533018.0,24926.0,THE SCOTTISH PRISONER,female,560,True
930,1034,RED MIST,Patricia Cornwell,Patricia Cornwell,11,5,1025097.0,3.76,11057626.0,21098.0,RED MIST,female,512,True
932,1036,DEATH COMES TO PEMBERLEY,P D James,P.D. James,11,9,17452454.0,3.24,12875355.0,81892.0,DEATH COMES TO PEMBERLEY,female,291,True
935,1039,DOWN THE DARKEST ROAD,Tami Hoag,Tami Hoag,11,1,9890.0,4.04,10778948.0,12736.0,DOWN THE DARKEST ROAD,female,432,True
938,1043,LOVE IN A NUTSHELL,Janet Evanovich and Dorien Kelly,Janet Evanovich,12,3,2384.0,3.64,12019319.0,15652.0,LOVE IN A NUTSHELL,female,310,True
939,1044,A DEVIL IS WAITING,Jack Higgins,Jack Higgins,15,1,19706.0,3.88,12267651.0,1717.0,A DEVIL IS WAITING,male,336,True
942,1047,HALO: SILENTIUM,Greg Bear,Greg Bear,17,1,16024.0,4.04,15747451.0,2228.0,HALO: SILENTIUM,male,None,True
943,1048,BELIEVING THE LIE,Elizabeth George,Elizabeth  George,1,4,1402383.0,3.79,11737276.0,11353.0,BELIEVING THE LIE,female,610,True
945,1051,DARTH PLAGUEIS,James Luceno,James Luceno,13,2,9346.0,4.08,11099729.0,14816.0,DARTH PLAGUEIS,male,379,True
947,1054,LOTHAIRE,Kresley Cole,Kresley Cole,9,1,4428.0,4.42,10790516.0,36245.0,LOTHAIRE,None,468,True
949,1057,RAYLAN,Elmore Leonard,Elmore Leonard,11,5,12940.0,3.66,12037108.0,8444.0,RAYLAN,male,263,True
950,1059,SHADOWS IN FLIGHT,Orson Scott Card,Orson Scott Card,8,1,589.0,3.78,12040447.0,15117.0,SHADOWS IN FLIGHT,male,237,True
951,1060,THE ROPE,Nevada Barr,Nevada Barr,16,2,43613.0,3.86,12127718.0,6851.0,THE ROPE,female,357,True
953,1063,DARKER AFTER MIDNIGHT,Lara Adrian,Lara Adrian,9,1,375626.0,4.37,12042279.0,17699.0,DARKER AFTER MIDNIGHT,female,384,True
955,1065,PINEAPPLE GRENADE,Tim Dorsey,Tim Dorsey,13,1,27017.0,3.96,12227046.0,1824.0,PINEAPPLE GRENADE,male,342,True
956,1066,HOME FRONT,Kristin Hannah,Kristin Hannah,1,5,54493.0,4.12,12022079.0,49096.0,HOME FRONT,female,390,True
958,1068,THE FEAR INDEX,Robert Harris,Robert   Harris,12,2,575.0,3.44,11429709.0,9808.0,THE FEAR INDEX,None,323,True
963,1074,NO MARK UPON HER,Deborah Crombie,Deborah Crombie,12,1,43691.0,4.15,10330150.0,6732.0,NO MARK UPON HER,female,None,True
964,1075,PRIVATE GAMES,James Patterson and Mark Sullivan,James Patterson,1,7,3780.0,3.84,11343348.0,19618.0,PRIVATE GAMES,male,,True
966,1077,I'VE GOT YOUR NUMBER,Sophie Kinsella,Sophie Kinsella,11,4,6160.0,3.94,12033455.0,170417.0,I'VE GOT YOUR NUMBER,None,,True
967,1078,THE HOUSE I LOVED,Tatiana de Rosnay,Tatiana de Rosnay,12,2,305400.0,3.09,12122542.0,10680.0,THE HOUSE I LOVED,female,222,True
970,1082,RESTLESS IN THE GRAVE,Dana Stabenow,Dana Stabenow,19,0,158170.0,4.17,12025910.0,3181.0,RESTLESS IN THE GRAVE,female,371,True
971,1083,CELEBRITY IN DEATH,J D Robb,J.D. Robb,1,4,17065.0,4.3,13007638.0,19801.0,CELEBRITY IN DEATH,None,389,True
973,1085,THE SHADOW PATROL,Alex Berenson,Alex Berenson,18,1,195905.0,4.11,11890812.0,5659.0,THE SHADOW PATROL,None,400,True
975,1088,LONE WOLF,Jodi Picoult,Jodi Picoult,1,7,7128.0,3.69,13547188.0,64980.0,LONE WOLF,female,517,True
978,1091,CINNAMON ROLL MURDER,Joanne Fluke,Joanne Fluke,7,1,18819.0,3.75,11796251.0,7990.0,CINNAMON ROLL MURDER,female,304,True
982,1096,FAIR GAME,Patricia Briggs,Patricia Briggs,11,2,40563.0,4.34,7942786.0,39983.0,FAIR GAME,female,,True
983,1097,CHASING MIDNIGHT,Randy Wayne White,Randy Wayne White,7,1,27932.0,3.65,11890814.0,1726.0,CHASING MIDNIGHT,male,336,True
984,1098,THE EXPATS,Chris Pavone,Chris Pavone,14,3,437652.0,3.43,12617758.0,26763.0,THE EXPATS,,,True
985,1099,CRUCIBLE OF GOLD,Naomi Novik,Naomi Novik,19,0,8730.0,3.94,12069434.0,10296.0,CRUCIBLE OF GOLD,female,325,True
986,1101,AGONY OF THE LEAVES,Laura Childs,Laura Childs,20,0,88924.0,3.82,11733024.0,2152.0,AGONY OF THE LEAVES,female,320,True
987,1102,FATE OF THE JEDI: APOCALYPSE,Troy Denning,Troy Denning,16,3,8154.0,4.03,6100859.0,4501.0,FATE OF THE JEDI: APOCALYPSE,male,496,True
988,1104,MONDAY MORNINGS,Sanjay Gupta,Sanjay Gupta,13,1,162139.0,3.47,13176500.0,3406.0,MONDAY MORNINGS,male,304,True
989,1105,ANOTHER PIECE OF MY HEART,Jane Green,Jane Green,16,1,12915.0,3.71,12029468.0,14965.0,ANOTHER PIECE OF MY HEART,female,,True
991,1108,A CROWN IMPERILED,Raymond E Feist,Raymond E. Feist,20,0,8588.0,4.04,11827476.0,5886.0,A CROWN IMPERILED,male,480,True
992,1109,STAY CLOSE,Harlan Coben,Harlan Coben,1,5,24689.0,3.88,11737271.0,35733.0,STAY CLOSE,None,387,True
997,1115,LOVER REBORN,J R Ward,J.R. Ward,1,3,20248.0,4.35,10993282.0,68707.0,LOVER REBORN,None,572,True
1001,1119,ELEGY FOR EDDIE,Jacqueline Winspear,Jacqueline Winspear,17,1,5023.0,4.01,12340713.0,13894.0,ELEGY FOR EDDIE,None,335,True
1002,1120,LETTER FROM A STRANGER,Barbara Taylor Bradford,Barbara Taylor Bradford,19,0,5353.0,3.46,12799561.0,1783.0,LETTER FROM A STRANGER,female,432,True
1005,1124,THE LIMPOPO ACADEMY OF PRIVATE DETECTION,Alexander McCall Smith,Alexander McCall Smith,11,5,4738.0,4.11,12405126.0,12558.0,THE LIMPOPO ACADEMY OF PRIVATE DETECTION,male,257,True
1008,1127,BEASTLY THINGS,Donna Leon,Donna Leon,10,1,16290.0,3.88,12862985.0,4526.0,BEASTLY THINGS,female,296,True
1009,1129,GYPPED,Carol Higgins Clark,Carol Higgins Clark,11,1,12454.0,3.51,12958284.0,2130.0,GYPPED,,,True
1010,1130,THE BIG CAT NAP,Rita Mae Brown and Sneaky Pie Brown,Rita Mae Brown,14,1,23511.0,3.66,12305445.0,1598.0,THE BIG CAT NAP,female,224,True
1011,1131,DORCHESTER TERRACE,Anne Perry,Anne Perry,15,1,6331.0,3.93,10837824.0,2479.0,DORCHESTER TERRACE,female,320,True
1012,1132,CAPITOL MURDER,Phillip Margolin,Phillip Margolin,20,0,7153.0,3.84,11746175.0,2621.0,CAPITOL MURDER,male,340,True
1013,1133,CALICO JOE,John Grisham,John Grisham,1,9,721.0,3.81,13154952.0,35627.0,CALICO JOE,male,,True
1014,1134,COME HOME,Lisa Scottoline,Lisa Scottoline,13,3,20258.0,3.57,12037026.0,15818.0,COME HOME,female,371,True
1015,1136,THE LIFEBOAT,Charlotte Rogan,Charlotte Rogan,12,2,5094344.0,3.2,12888599.0,22182.0,THE LIFEBOAT,female,279,True
1018,1140,THE WITNESS,Nora Roberts,Nora Roberts,10,5,625.0,4.2,12716613.0,57158.0,THE WITNESS,female,757,True
1020,1142,UNNATURAL ACTS,Stuart Woods,Stuart Woods,20,3,3936.0,3.76,13010057.0,4088.0,UNNATURAL ACTS,male,8,True
1022,1144,PRAGUE FATALE,Philip Kerr,Philip Kerr,17,0,53936.0,4.12,11448085.0,4959.0,PRAGUE FATALE,male,527,True
1023,1146,THE WIND THROUGH THE KEYHOLE,Stephen King,Stephen King,1,8,3389.0,4.15,12341557.0,56763.0,THE WIND THROUGH THE KEYHOLE,male,322,True
1025,1148,CRYSTAL GARDENS,Amanda Quick,Amanda Quick,17,1,42211.0,3.84,12019626.0,6420.0,CRYSTAL GARDENS,None,320,True
1027,1151,DEADLOCKED,Charlaine Harris,Charlaine Harris,1,6,17061.0,3.67,10407279.0,87429.0,DEADLOCKED,None,327,True
1032,1156,SKINNYDIPPING,Bethenny Frankel with Eve Adamson,Bethenny Frankel,15,1,2851433.0,3.24,13160313.0,2189.0,SKINNYDIPPING,,,True
