,author,author_id,average_rating,book_id,ratings_count,title,title_query
515,Joseph Finder,63460,3.92,26892023,4340,"Guilty Minds (Nick Heller, #3)",GUILTY MINDS
516,Terry Goodkind,3441,4.14,43889,208735,"Wizard's First Rule (Sword of Truth, #1)",THE FIRST RULE
517,James Patterson,3780,4.07,30079418,23416,"16th Seduction (Women's Murder Club, #16)",16TH SEDUCTION
518,Barbara Taylor Bradford,5353,3.46,12799561,1783,Letter from a Stranger,LETTER FROM A STRANGER
519,Richard Castle,1953433,3.76,7776678,20717,"Naked Heat (Nikki Heat, #2)",NAKED HEAT
520,Clive Cussler,18411,4.04,2055151,9658,"Plague Ship (The Oregon Files, #5)",PLAGUE SHIP
521,Sandra Brown,6218,3.99,2306910,13638,Smoke Screen,SMOKE SCREEN
522,Robert B. Parker,397,4.01,8806424,8845,"Sixkill (Spenser, #39)",SIXKILL
523,Martha Hall Kelly,14160478,4.30,25893693,132081,Lilac Girls,LILAC GIRLS
524,Elmore Leonard,12940,3.66,12037108,8444,Raylan,RAYLAN
525,Lisa Wingate,178832,4.36,32148570,188347,Before We Were Yours,BEFORE WE WERE YOURS
526,Karen Traviss,12672,4.26,2174486,4152,"Order 66: (Star Wars: Republic Commando, #4)",ORDER 66
527,Jim Butcher,10746,4.02,47212,248842,"Storm Front (The Dresden Files, #1)",STORM FRONT
528,Tami Hoag,9890,4.04,10778948,12736,"Down the Darkest Road (Oak Knoll, #3)",DOWN THE DARKEST ROAD
529,Harper Lee,1825,3.31,24817626,197543,"Go Set a Watchman (To Kill a Mockingbird, #2)",GO SET A WATCHMAN
530,Richard Paul Evans,46097,4.23,12275907,9691,"The Road to Grace (The Walk, #3)",THE ROAD TO GRACE
531,Sue Monk Kidd,4711,4.23,18079776,227571,The Invention of Wings,THE INVENTION OF WINGS
532,Michael Palmer,110485,3.78,3701072,2929,The Second Opinion,SECOND OPINION
533,John Irving,3075,3.66,12758317,23166,In One Person,IN ONE PERSON
534,Brian K. Vaughan,24514,4.09,156534,94579,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man, #1)",THE LAST MAN
535,Catherine Coulter,1239,4.14,13126128,8306,"Backfire (FBI Thriller, #16)",BACKFIRE
536,Robert B. Parker,397,3.97,3062753,7158,"Rough Weather (Spenser, #36)",ROUGH WEATHER
537,Elizabeth Berg,3529,3.47,15798782,9137,Tapestry of Fortunes,TAPESTRY OF FORTUNES
538,Joanne Fluke,18819,3.50,30346650,4426,"Banana Cream Pie Murder (Hannah Swensen, #21)",BANANA CREAM PIE MURDER
539,J.A. Jance,3453636,4.12,9633628,6384,"Betrayal of Trust (J.P. Beaumont, #20)",BETRAYAL OF TRUST
540,Margaret Stohl,2895707,3.64,23358109,6125,"Black Widow: Forever Red (Black Widow, #1)",THE BLACK WIDOW
541,Jeffery Deaver,1612,3.88,31423445,7437,"The Burial Hour (Lincoln Rhyme, #13)",THE BURIAL HOUR
542,Pierce Brown,6474348,4.49,18966806,92397,"Morning Star (Red Rising, #3)",MORNING STAR
543,Philippa Gregory,9987,3.92,5971165,142202,"The White Queen (The Plantagenet and Tudor Novels, #2)",THE WHITE QUEEN
544,Charles Frazier,7130,3.68,40389469,6479,Varina,VARINA
545,Stephen King,3389,4.09,25526965,66731,"End of Watch (Bill Hodges Trilogy, #3)",END OF WATCH
546,Homer,903,3.75,1381,782943,The Odyssey,HOME
547,Curtis Sittenfeld,6429,3.73,2807199,46327,American Wife,AMERICAN WIFE
548,Russell Banks,15128,3.99,227751,3162,Affliction,AFFLICTION
549,Max Brooks,5791,4.01,8908,381680,World War Z: An Oral History of the Zombie War,Z
550,Lois McMaster Bujold,16094,3.81,25155958,6443,Gentleman Jole and the Red Queen,GENTLEMAN JOLE AND THE RED QUEEN
551,Elizabeth Lowell,19051,3.88,2183985,3276,"Blue Smoke and Murder (St. Kilda Consulting, #4)",BLUE SMOKE AND MURDER
552,Anne Tyler,457,3.91,60792,89169,The Accidental Tourist,THE TOURIST
553,Dale Brown,2989,3.87,9682773,1354,"A Time for Patriots (Patrick McLanahan, #17)",A TIME FOR PATRIOTS
554,Carlos Ruiz Zafón,815,3.99,13623012,51223,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",THE PRISONER OF HEAVEN
555,Liane Moriarty,322069,3.70,23751850,79518,The Hypnotist's Love Story,THE HYPNOTIST
556,Dave Eggers,3371,3.29,13722902,24985,A Hologram for the King,A HOLOGRAM FOR THE KING
557,Fern Michaels,2609,3.65,8582723,1607,Southern Comfort,SOUTHERN COMFORT
558,Jenny Han,151371,3.85,13406425,23150,"Burn for Burn (Burn for Burn, #1)",BURN
559,B.J. Novak,7115158,3.66,18007533,36420,One More Thing: Stories and Other Stories,ONE MORE THING
560,Danielle Steel,14255,3.76,18104697,5954,Power Play,POWER PLAY
561,Robert Jackson Bennett,2916869,4.32,37173847,5978,"Foundryside (Founders, #1)",FOUNDERS
562,Daisy Whitney,3081700,3.83,12157780,3621,When You Were Here,IF YOU WERE HERE
563,C.L. Taylor,7078175,3.78,16199630,10179,The Accident,THE ACCIDENT
564,Jane Austen,1265,3.99,6969,557315,Emma,EMMA
565,Anita Diamant,626222,3.66,6330323,12721,Day After Night,DAY AFTER NIGHT
566,Rebecca Wells,3489,3.68,5148758,9368,The Crowning Glory of Calla Lily Ponder,THE CROWNING GLORY OF CALLA LILY PONDER
567,Jodi Picoult,7128,4.27,15753740,146295,The Storyteller,THE STORYTELLER
568,Tara Brown,5768382,4.37,18464478,599,"Redeemers (Redeemers, #3)",THE REDEEMER
569,Christie Golden,7710,4.10,6290885,7165,"Arthas: Rise of the Lich King (World of Warcraft, #6)",ARTHAS
570,Luanne Rice,5076,3.78,3733297,4880,"The Geometry of Sisters (Newport, Rhode Island, #1)",THE GEOMETRY OF SISTERS
571,Neil Gaiman,1221698,3.99,15783514,403529,The Ocean at the End of the Lane,THE OCEAN AT THE END OF THE LANE
572,Haruki Murakami,3354,3.54,24013720,14771,Wind/Pinball: Two Novels,WIND/PINBALL
573,Anthony Doerr,28186,4.33,18143977,763180,All the Light We Cannot See,ALL THE LIGHT WE CANNOT SEE
574,Brendan Reichs,3399125,3.68,30142139,4589,"Nemesis (Project Nemesis, #1)",NEMESIS
575,Joel C. Rosenberg,221833,4.22,35605702,3441,The Kremlin Conspiracy,THE KREMLIN CONSPIRACY
576,Ian Doescher,6897756,3.95,17262540,16425,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)",WILLIAM SHAKESPEARE'S STAR WARS
577,Mariah Fredericks,259431,3.41,539566,779,Crunch Time,CRUNCH TIME
578,John  Ross,8156113,4.45,78082,577,Unintended Consequences,UNINTENDED CONSEQUENCES
579,Nelson DeMille,1238,3.74,3216451,15109,The Gate House,THE GATE HOUSE
580,Harlan Coben,24689,3.96,43926,23758,The Innocent,INNOCENT
581,Brad Thor,5088,4.22,13117308,16080,Black List (Scot Harvath #12),BLACK LIST
582,Douglas Preston,12577,3.69,18665948,4345,"The Kraken Project (Wyman Ford, #4)",THE KRAKEN PROJECT
583,James Patterson,3780,3.64,5551522,22009,Swimsuit,SWIMSUIT
584,Chris Bohjalian,3509,3.66,30211957,14883,The Sleepwalker,THE SLEEPWALKER
585,Kyle Mills,76671,4.29,34324620,9457,"Enemy of the State (Mitch Rapp, #16)",ENEMY OF THE STATE
586,Christie Golden,7710,3.81,34364387,3393,Battlefront II: Inferno Squad,BATTLEFRONT II: INFERNO SQUAD
587,Jo Nesbø,904719,3.51,23602504,18252,"Blood on Snow (Blood on Snow, #1)",BLOOD ON SNOW
588,Stephanie  Clifford,11724346,2.94,23605009,5515,Everybody Rise,EVERYBODY RISE
589,Kathy Reichs,26372,3.91,24338293,12209,"Speaking in Bones (Temperance Brennan, #18)",SPEAKING IN BONES
590,Ilona Andrews,21748,4.52,12119529,33861,"Magic Breaks (Kate Daniels, #7)",MAGIC BREAKS
591,Susan Elizabeth Phillips,41313,3.73,19367048,13074,Heroes Are My Weakness,HEROES ARE MY WEAKNESS
592,Colson Whitehead,10029,4.03,30555488,183042,The Underground Railroad,THE UNDERGROUND RAILROAD
593,Karen   White,160033,3.90,25431172,9868,The Forgotten Room,THE FORGOTTEN ROOM
594,Anne Perry,6331,3.93,10837824,2479,"Dorchester Terrace (Charlotte &amp; Thomas Pitt, #27)",DORCHESTER TERRACE
595,Elmore Leonard,12940,3.52,5640796,3583,Road Dogs,ROAD DOGS
596,Greg Iles,19696,4.44,31139037,14840,"Mississippi Blood (Penn Cage, #6)",MISSISSIPPI BLOOD
597,Jack Higgins,19706,3.88,12267651,1717,A Devil Is Waiting (Sean Dillon #19),A DEVIL IS WAITING
598,Jojo Moyes,281810,3.57,29430049,19830,Paris for One and Other Stories,PARIS FOR ONE AND OTHER STORIES
599,Haruki Murakami,3354,3.82,9557,89405,Sputnik Sweetheart,SWEETHEART
600,Maya Banks,24978,3.89,17912980,9518,"After the Storm (KGI, #8)",AFTER THE STORM
601,Mary Oliver,23988,4.26,20821239,2816,Blue Horses,BLUE HORSES
602,Jude Deveraux,28574,3.92,7266940,5391,"Scarlet Nights (Edilean, #3)",SCARLET NIGHTS
603,Adriana Trigiani,9219,3.47,17888950,8832,The Supreme Macaroni Company,THE SUPREME MACARONI COMPANY
604,John Sandford,4610,4.16,5867331,13072,"Wicked Prey (Lucas Davenport, #19)",WICKED PREY
605,Alexander McCall Smith,4738,3.78,2502504,6204,"The Comforts of a Muddy Saturday (Isabel Dalhousie, #5)",THE COMFORTS OF A MUDDY SATURDAY
606,Robert   Harris,575,3.44,11429709,9808,The Fear Index,THE FEAR INDEX
607,Lauren Weisberger,3490,3.33,426775,72395,Chasing Harry Winston,CHASING HARRY WINSTON
608,Sister Souljah,29621,4.23,7841340,2852,Midnight and the Meaning of Love,MIDNIGHT AND THE MEANING OF LOVE
609,Tana French,138825,3.85,23398965,49786,The Secret Place (Dublin Murder Squad #5),THE SECRET PLACE
610,Elizabeth Berg,3529,3.26,22716467,5537,The Dream Lover: A Novel of George Sand,THE DREAM LOVER
611,Wally Lamb,3505,3.86,5203,287639,She's Come Undone,UNDONE
612,Nina George,695300,3.50,23278537,63332,The Little Paris Bookshop,THE LITTLE PARIS BOOKSHOP
613,Laurell K. Hamilton,9550,4.14,2798094,26639,"Swallowing Darkness (Merry Gentry, #7)",SWALLOWING DARKNESS
614,Philip Roth,463,3.71,3015764,12715,Indignation,INDIGNATION
615,Jeffery Deaver,1612,4.04,25861995,10080,"The Steel Kiss (Lincoln Rhyme, #12)",THE STEEL KISS
616,David Weber,10517,3.22,7892754,3032,Out of the Dark,OUT OF THE DARK
617,John Sandford,4610,4.19,23281640,18573,"Gathering Prey (Lucas Davenport, #25)",GATHERING PREY
618,Clive Cussler,18411,3.96,15712052,7124,"Poseidon's Arrow (Dirk Pitt, #22)",POSEIDON'S ARROW
619,Sherrilyn Kenyon,4430,4.52,13079147,7735,Born of Fury (The League: Nemesis Rising #6),BORN OF FURY
620,Helen MacInnes,54915,3.94,550739,1532,Agent in Place,AGENT IN PLACE
621,Dean Koontz,9355,3.95,13154933,23597,"Odd Apocalypse (Odd Thomas, #5)",ODD APOCALYPSE
622,Morgan Matson,3351454,3.83,32333338,12315,Save the Date,SAVE THE DATE
623,Emily St. John Mandel,2786093,4.03,20170404,242848,Station Eleven,STATION ELEVEN
624,Jacqueline Winspear,5023,4.22,35068555,6850,"To Die but Once (Maisie Dobbs, #14)",TO DIE BUT ONCE
625,Margaret Atwood,3472,4.02,72579,88276,Alias Grace,GRACE
626,James Patterson,3780,3.33,10844125,15734,The Christmas Wedding,THE CHRISTMAS WEDDING
627,Jeff Lindsay,10482,3.73,2999282,20419,"Dexter By Design (Dexter, #4)",DEXTER BY DESIGN
628,J.A. Jance,3453636,3.91,15803484,3405,"Deadly Stakes (Ali Reynolds, #8)",DEADLY STAKES
629,Kaye Gibbons,3501,3.74,179125,1782,Sights Unseen,SIGHT UNSEEN
630,Sherryl Woods,59446,4.14,11106413,3845,"An O'Brien Family Christmas (Chesapeake Shores, #8)",AN O'BRIEN FAMILY CHRISTMAS
631,Karen   White,160033,4.04,32281670,7729,The Night the Lights Went Out,THE NIGHT THE LIGHTS WENT OUT
632,Ursula K. Le Guin,874602,4.09,13662,75808,"The Tombs of Atuan (Earthsea Cycle, #2)",THE TOMBS
633,John Carreyrou,17575761,4.48,37976541,43450,Bad Blood: Secrets and Lies in a Silicon Valley Startup,BAD BLOOD
634,Stephen King,3389,4.10,16130549,138149,"Doctor Sleep (The Shining, #2)",DOCTOR SLEEP
635,Joanne Fluke,18819,3.73,15811630,8041,"Red Velvet Cupcake Murder (Hannah Swensen, #16)",RED VELVET CUPCAKE MURDER
636,David Baldacci,9291,4.00,11007587,56376,"Zero Day (John Puller, #1)",ZERO DAY
637,Hergé,2802356,4.05,146122,11957,"Cigars of the Pharaoh (Tintin, #4)",PHARAOH
638,Ace Atkins,140695,3.92,18667799,3722,"Robert B. Parker's Cheap Shot (Spenser, #42)",ROBERT B PARKER'S CHEAP SHOT
639,Martha Grimes,14150,3.80,18775347,2904,"Vertigo 42 (Richard Jury, #23)",VERTIGO 42
640,Alessandro Baricco,908,3.83,61264,29319,Silk,SILKS
641,Laurell K. Hamilton,9550,3.81,27836564,8233,"Crimson Death (Anita Blake, Vampire Hunter #25)",CRIMSON DEATH
642,Debbie Macomber,11349,4.05,3337374,7220,"A Cedar Cove Christmas (Cedar Cove, #8.5)",A CEDAR COVE CHRISTMAS
643,Nicholas Sparks,2345,3.95,24820165,55266,See Me,SEE ME
644,Jennifer Weiner,9212,3.50,6066819,55509,Best Friends Forever,BEST FRIENDS FOREVER
645,Emily Snow,6519108,3.93,15981894,36085,"Devoured (Devoured, #1)",IT DEVOURS!
646,Paul Jenkins,12803,3.89,1121387,679,The Sentry,THE SENTRY
647,Kate Morton,615274,4.05,21104828,81206,The Lake House,THE LAKE HOUSE
648,Janet Evanovich,2384,3.94,7023554,67973,"Sizzling Sixteen (Stephanie Plum, #16)",SIZZLING SIXTEEN
649,Jean M. Auel,861,3.29,8318666,25481,"The Land of Painted Caves (Earth's Children, #6)",THE LAND OF PAINTED CAVES
650,Lisa See,713,3.60,18404427,27164,China Dolls,CHINA DOLLS
651,Christopher Reich,49607,3.92,6187445,3237,"Rules of Vengeance (Jonathan Ransom, #2)",RULES OF VENGEANCE
652,Margaret Atwood,3472,3.95,78433,123027,The Blind Assassin,THE ASSASSIN
653,Andrew Gross,8214,3.70,18505749,2707,Everything to Lose,EVERYTHING TO LOSE
654,Joanne Fluke,18819,3.80,8801482,8183,"Devil's Food Cake Murder (Hannah Swensen, #14)",DEVIL'S FOOD CAKE MURDER
655,Richard Powers,11783,4.23,35187203,8414,The Overstory,THE OVERSTORY
656,Stieg Larsson,706255,4.13,2429135,2237395,"The Girl with the Dragon Tattoo (Millennium, #1)",THE GIRL WITH THE DRAGON TATTOO
657,Eamon Ambrose,14229489,3.95,29327183,328,Zero Hour (Zero Hour #1),ZERO HOUR
658,Jennifer Chiaverini,11630,3.45,15808287,21383,Mrs. Lincoln's Dressmaker,MRS. LINCOLN'S DRESSMAKER
659,John Sandford,4610,4.31,31379212,15977,"Golden Prey (Lucas Davenport, #27)",GOLDEN PREY
660,Wally Lamb,3505,3.81,3086160,53249,The Hour I First Believed,THE HOUR I FIRST BELIEVED
661,M.O. Walsh,3401307,3.60,22367526,14968,My Sunshine Away,MY SUNSHINE AWAY
662,Richard Ford,7849,3.50,12872236,23163,Canada,CANADA
663,Suzanne Brockmann,32638,4.21,5571541,5393,"Hot Pursuit (Troubleshooters, #15)",HOT PURSUIT
664,Haruki Murakami,3354,4.03,11297,267506,Norwegian Wood,INTO THE WOODS
665,David Weber,10517,4.18,10750189,5119,"How Firm a Foundation (Safehold, #5)",HOW FIRM A FOUNDATION
666,Mark Greaney,2961590,4.34,33395135,6067,Tom Clancy's True Faith and Allegiance,TOM CLANCY TRUE FAITH AND ALLEGIANCE
667,Laurell K. Hamilton,9550,3.91,5215879,33160,"Skin Trade (Anita Blake, Vampire Hunter #17)",SKIN TRADE
668,Greg Bear,16024,4.04,15747451,2228,Halo: Silentium,HALO: SILENTIUM
669,James Patterson,3780,3.99,7926569,31509,Now You See Her,NOW YOU SEE HER
670,Clive Cussler,18411,4.01,6225208,8594,"The Wrecker (Isaac Bell, #2)",THE WRECKER
671,Pierce Brown,6474348,4.25,33257757,26211,"Iron Gold (Red Rising, #4)",IRON GOLD
672,Robert Knott,828924,3.85,15824167,2334,"Robert B. Parker's Ironhorse (Virgil Cole and Everett Hitch, #5)",ROBERT B PARKER'S IRONHORSE
673,Mary Oliver,23988,4.19,13588404,9609,A Thousand Mornings,A THOUSAND MORNINGS
674,Stuart Woods,3936,3.76,13010057,4088,"Unnatural Acts (Stone Barrington, #23)",UNNATURAL ACTS
675,Eric Van Lustbader,39467,4.07,7144426,17691,"The Bourne Objective (Jason Bourne, #8)",THE BOURNE OBJECTIVE
676,Johanna Lindsey,29542,3.93,2218382,7075,"No Choice But Seduction (Malory-Anderson Family, #9)",NO CHOICE BUT SEDUCTION
677,Nicholas Sparks,2345,4.11,3063499,305702,The Lucky One,THE LUCKY ONE
678,Francine Rivers,6492,4.36,8142508,13430,"Her Daughter's Dream (Marta's Legacy, #2)",HER DAUGHTER'S DREAM
679,James Patterson,3780,3.85,1713912,31972,"Cross Country (Alex Cross, #14)",CROSS COUNTRY
680,Raymond E. Feist,8588,4.26,13502958,5870,"Magician's End (The Chaoswar Saga, #3)",MAGICIAN'S END
681,Zadie Smith,2522,3.57,28390369,42368,Swing Time,SWING TIME
682,Debbie Macomber,11349,3.86,33928751,10431,Merry and Bright,MERRY AND BRIGHT
683,Janet Evanovich,2384,3.82,19004663,45792,"Top Secret Twenty-One (Stephanie Plum, #21)",TOP SECRET TWENTY-ONE
684,C.S. Lewis,1069006,4.21,100915,1845040,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",THE LION
685,Kim Stanley Robinson,1858,3.44,11830394,14159,2312,2312
686,Alice Sebold,316,3.79,12232938,1811626,The Lovely Bones,BONES
687,Patrick Ness,370361,3.97,20758104,131049,"The Knife of Never Letting Go (Chaos Walking, #1)",CHAOS
688,Karen   White,160033,4.06,7250052,10680,On Folly Beach,FOLLY BEACH
689,Alex Berenson,195905,4.15,8733507,7678,"The Secret Soldier  (John Wells, #5)",THE SECRET SOLDIER
690,Nicholas Sparks,2345,3.92,10766509,130834,The Best of Me,THE BEST OF ME
691,Heather Terrell,222429,3.58,8487365,4473,"Fallen Angel (Fallen Angel, #1)",THE FALLEN ANGEL
692,Dorothea Benton Frank,36935,3.53,18635039,15079,The Hurricane Sisters,THE HURRICANE SISTERS
693,James Patterson,3780,3.76,2029177,62138,Sundays at Tiffany's,SUNDAYS AT TIFFANY'S
694,Kathy Reichs,26372,3.90,2095583,22908,"Devil Bones (Temperance Brennan, #11)",DEVIL BONES
695,Dean Koontz,9355,3.75,7830126,17567,"What the Night Knows (What the Night Knows, #1)",WHAT THE NIGHT KNOWS
696,Edna O'Brien,7184,3.26,25064563,7070,The Little Red Chairs,THE LITTLE RED CHAIRS
697,Ken Follett,3447,4.28,7315573,225202,"Fall of Giants (The Century Trilogy, #1)",FALL OF GIANTS
698,Sophie Kinsella,6160,3.80,30821598,68833,My Not So Perfect Life,MY NOT SO PERFECT LIFE
699,Orson Scott Card,589,4.06,18490707,8927,"Earth Awakens (The First Formic War, #3)",EARTH AWAKENS
700,Mary Kay Andrews,21387,3.61,23245594,13150,Beach Town,BEACH TOWN
701,John Sandford,4610,4.18,6433836,17281,"Rough Country (Virgil Flowers, #3)",ROUGH COUNTRY
702,Philippa Gregory,9987,3.97,12326644,33684,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)",THE KINGMAKER'S DAUGHTER
703,Sara Gruen,24556,3.66,23209927,64791,At the Water's Edge,AT THE WATER'S EDGE
704,Jodi Picoult,7128,3.96,18816603,116746,Leaving Time,LEAVING TIME
705,Jeffery Deaver,1612,4.08,2230284,15498,"The Broken Window (Lincoln Rhyme, #8)",THE BROKEN WINDOW
706,V.E. Schwab,7168230,4.39,29939230,51574,"A Conjuring of Light (Shades of Magic, #3)",A CONJURING OF LIGHT
707,Stephen King,3389,4.04,18528452,9070,Under the Dome: Part 1,"UNDER THE DOME, PART 1"
708,Danielle Steel,14255,3.68,11163808,5253,Hotel Vendome,HOTEL VENDOME
709,Gail Giles,181668,4.01,514771,5054,Right Behind You,RIGHT BEHIND YOU
710,Mary Oliver,23988,4.15,17707772,5128,Dog Songs,DOG SONGS
711,Arthur  Miller,8120,3.56,17250,282161,The Crucible,CRUCIBLE
712,W.E.B. Griffin,1415338,4.06,23013640,1514,"The Assassination Option (Clandestine Operations, #2)",THE ASSASSINATION OPTION
713,Cormac McCarthy,4178,4.13,12497,123817,No Country for Old Men,COUNTRY
714,Laurie R. King,6760,4.18,6780920,10871,The God of the Hive,THE GOD OF THE HIVE
715,Clive Cussler,18411,3.98,24611672,4550,"The Solomon Curse (Fargo Adventure, #7)",THE SOLOMON CURSE
716,Harlan Coben,24689,3.81,15811568,57325,Six Years,SIX YEARS
717,Matthew Quick,1251730,4.00,13539044,138471,The Silver Linings Playbook,QUICK
718,Francine Rivers,6492,4.29,6926176,21778,"Her Mother's Hope (Marta's Legacy, #1)",HER MOTHER'S HOPE
719,Brandon Sanderson,38550,4.65,7235533,221664,"The Way of Kings (The Stormlight Archive, #1)",THE WAY OF KINGS
720,Colm Tóibín,1351903,3.65,4954833,80347,Brooklyn,BROOKLYN
721,Michael Cunningham,1432,4.01,2139,4747,Flesh and Blood,FLESH AND BLOOD
722,Jeff Shaara,14655,4.23,18373208,1843,"The Smoke at Dawn (Civil War: 1861-1865, Western Theater, #3)",THE SMOKE AT DAWN
723,Gaston Leroux,9057,3.97,480204,179005,The Phantom of the Opera,PHANTOM
724,Michael Chabon,2715,3.37,10756240,18864,Telegraph Avenue,TELEGRAPH AVENUE
725,Deborah Crombie,43691,4.15,10330150,6732,"No Mark Upon Her (Duncan Kincaid &amp; Gemma James, #14)",NO MARK UPON HER
726,John Grisham,721,3.64,34201164,52041,The Rooster Bar,THE ROOSTER BAR
727,Melanie Benjamin,2958717,3.89,13642950,61086,The Aviator's Wife,THE AVIATOR'S WIFE
728,Brian Herbert,56,3.88,17910044,2351,Mentats of Dune (Schools of Dune #2),MENTATS OF DUNE
729,Edgar Allan Poe,4624490,4.07,391724,22568,The Black Cat,THE BLACK CAT
730,David Ebershoff,49229,3.63,2586771,53071,The 19th Wife,THE 19TH WIFE
731,Jeannette Walls,3275,4.06,6366437,130338,Half Broke Horses,HALF BROKE HORSES
732,J.A. Jance,3453636,4.00,30753774,3633,"Man Overboard (Ali Reynolds, #12)",MAN OVERBOARD
733,Lev Grossman,142270,3.92,10079321,75347,"The Magician King (The Magicians, #2)",THE MAGICIAN KING
734,Jim Butcher,10746,4.36,2903736,52480,"Princeps' Fury (Codex Alera, #5)",PRINCEPS' FURY
735,Angus Donald,584064,3.90,6624899,3186,"Outlaw (The Outlaw Chronicles, #1)",THE OUTLAWS
736,Edward Kelsey Moore,6438152,3.96,17978443,10207,The Supremes at Earl's All-You-Can-Eat,THE SUPREMES AT EARL'S ALL-YOU-CAN-EAT
737,Julian Fellowes,8759,3.71,35106178,15865,Belgravia,BELGRAVIA
738,P.D. James,17452454,3.24,12875355,81892,Death Comes to Pemberley,DEATH COMES TO PEMBERLEY
739,David Ignatius,100030,3.74,13093648,2239,Bloodmoney,BLOODMONEY
740,James Patterson,3780,3.74,34516072,766,Murder Games – Part 1,MURDER GAMES
741,Harlan Coben,24689,3.96,43926,23758,The Innocent,THE INNOCENT
742,Jamie Ford,1421619,4.00,3367956,237350,Hotel on the Corner of Bitter and Sweet,HOTEL ON THE CORNER OF BITTER AND SWEET
743,Julia Glass,9972,3.21,3078805,5450,I See You Everywhere,I SEE YOU EVERYWHERE
744,Louisa May Alcott,1315,4.05,1934,1458480,Little Women,THE WOMEN
745,J. Kathleen Cheney,2918424,3.73,17707612,1062,"The Golden City (The Golden City, #1)",THE GOLDEN CITY
746,Max Allan Collins,12014,3.78,22348740,7041,Supreme Justice (Reeder and Rogers #1),SUPREME JUSTICE
747,Sophie Kinsella,6160,3.28,21064599,22075,"Shopaholic to the Stars (Shopaholic, #7)",SHOPAHOLIC TO THE STARS
748,S.M. Stirling,14002,3.95,6301385,4219,"The Sword of the Lady (Emberverse, #6)",THE SWORD OF THE LADY
749,Danielle Steel,14255,3.82,6761440,6359,Family Ties,FAMILY TIES
750,Jim Butcher,10746,4.18,24876258,32219,"The Aeronaut's Windlass (The Cinder Spires, #1)",THE SPIRE
751,Linda Castillo,54958,4.15,18404195,8670,"The Dead Will Tell (Kate Burkholder, #6)",THE DEAD WILL TELL
752,Lauren Kate,2905297,4.03,12716010,94599,"Rapture (Fallen, #4)",RAPTURE
753,Robert B. Parker,397,3.93,6658779,7989,"Split Image (Jesse Stone, #9)",SPLIT IMAGE
754,Richard Paul Evans,46097,4.04,15802254,4432,A Winter Dream,A WINTER DREAM
755,Tom Clancy,3892,4.12,15985392,12765,"Threat Vector (Jack Ryan Universe, #15)",THREAT VECTOR
756,Nalini Singh,71688,4.11,12059093,16971,Tangle of Need (Psy-Changeling #11),TANGLE OF NEED
757,Paula McLain,290189,3.80,8683812,234488,The Paris Wife,PARIS
758,Brad Thor,5088,3.84,7906442,9583,"The Athena Project (Scott Harvath, #10)",THE ATHENA PROJECT
759,Peter Høeg,369288,3.67,429631,2978,Borderliners,BORDERLINE
760,Olen Steinhauer,327983,3.62,17934481,4657,The Cairo Affair,THE CAIRO AFFAIR
761,Harlan Coben,24689,3.93,26109394,64149,Fool Me Once,FOOL ME ONCE
762,Mindy McGinnis,5351825,3.82,13112869,11148,"Not a Drop to Drink (Not a Drop to Drink, #1)",THE DROP
763,Garth Stein,194531,4.20,3153910,395338,The Art of Racing in the Rain,THE ART OF RACING IN THE RAIN
764,Laurie R. King,6760,4.05,22318363,6778,"Dreaming Spies (Mary Russell, #13)",DREAMING SPIES
765,Kelly Thompson,6543330,3.43,35009797,1517,Star Wars: Captain Phasma,STAR WARS: PHASMA
766,Terry Brooks,9629,3.86,26891431,2154,The Sorcerer's Daughter (The Defenders of Shannara #3),THE SORCERER'S DAUGHTER
767,Christine Warren,41032,3.94,72544,6888,"Wolf at the Door (The Others, #9)",THE WOLF AT THE DOOR
768,Donna Leon,16290,3.75,18467799,4879,"By Its Cover (Commissario Brunetti, #23)",BY ITS COVER
769,J.R. Moehringer,34372,3.80,13624683,8498,Sutton,SUTTON
770,Phillip Margolin,7153,3.81,2396743,6025,"Executive Privilege (Dana Cutler, #1)",EXECUTIVE PRIVILEGE
771,David Weber,10517,4.04,15802917,4338,"Shadow of Freedom (Honorverse: Saganami Island, #3)",SHADOW OF FREEDOM
772,Yaa Gyasi,14493315,4.42,27071490,107141,Homegoing,HOMEGOING
773,Louise Erdrich,9388,3.54,34217599,13256,Future Home of the Living God,FUTURE HOME OF THE LIVING GOD
774,Ann B. Ross,43948,3.98,25894030,1344,"Miss Julia Inherits a Mess (Miss Julia, #18)",MISS JULIA INHERITS A MESS
775,David Sedaris,2849,3.35,7857195,53999,Squirrel Seeks Chipmunk: A Modest Bestiary,SQUIRREL SEEKS CHIPMUNK
776,Neil Gaiman,1221698,3.92,22522808,43998,Trigger Warning: Short Fictions and Disturbances,TRIGGER WARNING
777,David Baldacci,9291,4.06,17333431,24336,"King and Maxwell (Sean King &amp; Michelle Maxwell, #6)",KING AND MAXWELL
778,Linda  Robertson,2937372,3.62,6329335,4292,"Vicious Circle (Persephone Alcmedi, #1)",VICIOUS CIRCLE
