,author,author_id,average_rating,book_id,ratings_count,title,title_query,title_match,gender,num_pages
1210,Charlaine Harris,17061.0,3.89,7091488.0,143898.0,DEAD IN THE FAMILY,DEAD IN THE FAMILY,True,None,311
1211,Jennifer Chiaverini,11630.0,3.85,8605681.0,3065.0,THE UNION QUILTERS,THE UNION QUILTERS,True,female,352
1212,James Patterson,3780.0,4.04,4110198.0,39584.0,THE 8TH CONFESSION,THE 8TH CONFESSION,True,male,368
1213,Claire Messud,2508.0,3.28,36236130.0,8382.0,THE BURNING GIRL,THE BURNING GIRL,True,female,256
1214,Brandon Sanderson,38550.0,4.64,34002132.0,70464.0,OATHBRINGER,OATHBRINGER,True,male,1248
1215,Nora Roberts,625.0,4.26,36425796.0,18068.0,SHELTER IN PLACE,SHELTER IN PLACE,True,female,438
1216,T.A. Barron,11078.0,3.98,9783478.0,17157.0,THE LOST YEARS,THE LOST YEARS,True,None,326
1217,Dana Stabenow,158170.0,4.17,12025910.0,3181.0,RESTLESS IN THE GRAVE,RESTLESS IN THE GRAVE,True,female,371
1218,B.A. Paris,14425604.0,3.95,29437949.0,202573.0,BEHIND CLOSED DOORS,BEHIND CLOSED DOORS,True,None,293
1219,Stephen King,3389.0,4.15,12341557.0,56764.0,THE WIND THROUGH THE KEYHOLE,THE WIND THROUGH THE KEYHOLE,True,male,322
1220,Elin Hilderbrand,88301.0,3.74,27161845.0,26903.0,HERE'S TO US,HERE'S TO US,True,None,410
1221,J.D. Robb,17065.0,4.33,13252406.0,19464.0,DELUSION IN DEATH,DELUSION IN DEATH,True,None,388
1222,Maureen Johnson,10317.0,4.06,29589074.0,14500.0,DEVIOUS,DEVIOUS,True,female,416
1223,David Weber,10517.0,4.13,17910043.0,3839.0,LIKE A MIGHTY ARMY,LIKE A MIGHTY ARMY,True,male,672
1224,Chris Bohjalian,3509.0,3.16,10209997.0,14924.0,THE NIGHT STRANGERS,THE NIGHT STRANGERS,True,male,378
1225,Nathan  Hill,15376492.0,4.09,28251002.0,47643.0,THE NIX,THE NIX,True,None,640
1226,Johanna Lindsey,29542.0,3.98,7125012.0,6079.0,THAT PERFECT SOMEONE,THAT PERFECT SOMEONE,True,female,372
1227,Andrew Davidson,149883.0,3.96,2595138.0,40574.0,THE GARGOYLE,THE GARGOYLE,True,male,465
1228,Douglas Preston,12577.0,4.04,14889780.0,17803.0,TWO GRAVES,TWO GRAVES,True,male,484
1229,Clive Cussler,18411.0,4.01,41704.0,16858.0,SHOCK WAVE,SHOCK WAVE,True,male,537
1230,Christopher Buckley,16903.0,3.65,3288096.0,4021.0,SUPREME COURTSHIP,SUPREME COURTSHIP,True,male,285
1231,Pierdomenico Baccalario,4874418.0,3.77,6261182.0,1782.0,RING OF FIRE,RING OF FIRE,True,male,304
1232,Janet Evanovich,2384.0,3.99,6048530.0,75535.0,FINGER LICKIN' FIFTEEN,FINGER LICKIN' FIFTEEN,True,female,308
1233,Kathy Reichs,26372.0,3.87,9998705.0,17889.0,FLASH AND BONES,FLASH AND BONES,True,female,288
1234,Clive Cussler,18411.0,3.82,6262396.0,10856.0,SPARTAN GOLD,SPARTAN GOLD,True,male,384
1235,J. Courtney Sullivan,486136.0,3.36,9923372.0,29306.0,MAINE,MAINE,True,None,388
1236,Richard Paul Evans,46097.0,4.24,35011400.0,4652.0,THE NOEL DIARY,THE NOEL DIARY,True,male,304
1237,Lev Grossman,142270.0,4.16,19103097.0,54625.0,THE MAGICIAN'S LAND,THE MAGICIAN'S LAND,True,male,402
1238,Kimberly Marcus,4044314.0,3.73,8320987.0,2746.0,EXPOSED,EXPOSED,True,female,255
1239,Lois McMaster Bujold,16094.0,4.2,12998057.0,11646.0,CAPTAIN VORPATRIL'S ALLIANCE,CAPTAIN VORPATRIL'S ALLIANCE,True,female,422
1240,Tim Tigner,7322410.0,4.09,30745337.0,6203.0,BETRAYAL,BETRAYAL,True,male,306
1241,Jonathan Kellerman,43626.0,3.8,18297295.0,9528.0,MOTIVE,MOTIVE,True,male,336
1242,Stephen R. Covey,1538.0,4.08,36072.0,401922.0,PERSONAL,PERSONAL,True,male,372
1243,Philippa Gregory,9987.0,4.01,15849910.0,19859.0,THE KING'S CURSE,THE KING'S CURSE,True,female,592
1244,Gabriel Tallent,16231256.0,3.65,33572350.0,27585.0,MY ABSOLUTE DARLING,MY ABSOLUTE DARLING,True,male,417
1245,S.E. Hinton,762707.0,4.08,231804.0,787751.0,THE OUTSIDER,THE OUTSIDER,True,female,192
1246,Debbie Macomber,11349.0,3.97,10605303.0,9346.0,1225 CHRISTMAS TREE LANE,1225 CHRISTMAS TREE LANE,True,female,6
1247,Tim Dorsey,27017.0,3.96,12227046.0,1824.0,PINEAPPLE GRENADE,PINEAPPLE GRENADE,True,male,342
1248,Robin McKinley,5339.0,3.6,7507951.0,8250.0,PEGASUS,PEGASUS,True,female,404
1249,R.A. Salvatore,1023510.0,4.19,7879891.0,8676.0,GAUNTLGRYM,GAUNTLGRYM,True,male,345
1250,Lisa Kleypas,27847.0,3.75,7989800.0,16433.0,CHRISTMAS EVE AT FRIDAY HARBOR,CHRISTMAS EVE AT FRIDAY HARBOR,True,female,211
1251,Rebecca  Hamilton,5295294.0,3.62,21428915.0,2112.0,THE FOREVER GIRL,THE FOREVER GIRL,True,female,263
1252,Naomi Alderman,118226.0,3.87,29751398.0,89306.0,THE POWER,THE POWER,True,female,341
1253,Sandra Brown,6218.0,3.97,7262166.0,12715.0,TOUGH CUSTOMER,TOUGH CUSTOMER,True,female,391
1254,Dick Francis,5561.0,3.74,6329494.0,3099.0,EVEN MONEY,EVEN MONEY,True,male,350
1255,George Saunders,8885.0,3.97,13641208.0,51658.0,TENTH OF DECEMBER,TENTH OF DECEMBER,True,male,251
1256,Joan D. Vinge,32279.0,3.95,139986.0,10987.0,THE SNOW QUEEN,THE SNOW QUEEN,True,female,448
1257,Jennifer Lynn Barnes,164187.0,4.17,22929578.0,8303.0,THE FIX,THE FIX,True,None,372
1258,Jack Canfield,35476.0,4.27,96593.0,25453.0,TO BE WHERE YOU ARE,TO BE WHERE YOU ARE,True,male,473
1259,Jo Nesbø,904719.0,4.23,18142329.0,27477.0,POLICE,POLICE,True,male,436
1260,Oliver North,57542.0,4.06,15801651.0,368.0,HEROES PROVED,HEROES PROVED,True,None,399
1261,S.M. Stirling,14002.0,3.91,2922849.0,4522.0,THE SCOURGE OF GOD,THE SCOURGE OF GOD,True,male,450
1262,Maggie Stiefvater,1330292.0,3.77,6068551.0,397923.0,A MERCY,A MERCY,True,female,390
1263,Jade C. Jamison,4876604.0,3.77,17182172.0,4145.0,BULLET,BULLET,True,female,451
1264,Janet Evanovich,2384.0,3.68,28524313.0,16947.0,CURIOUS MINDS,CURIOUS MINDS,True,female,322
1265,Kresley Cole,4428.0,4.42,10790516.0,36245.0,LOTHAIRE,LOTHAIRE,True,None,468
1266,Tami Hoag,9890.0,4.07,25387897.0,9626.0,THE BITTER SEASON,THE BITTER SEASON,True,female,416
1267,Christopher Pike,19954.0,4.07,6424184.0,28249.0,THE THIRST,THE THIRST,True,male,581
1268,William Shakespeare,947.0,3.89,8852.0,588428.0,MACBETH,MACBETH,True,male,349
1269,J.D. Robb,17065.0,4.27,2494204.0,18825.0,SALVATION IN DEATH,SALVATION IN DEATH,True,None,353
1270,Alexander McCall Smith,4738.0,4.12,4285768.0,18360.0,TEA TIME FOR THE TRADITIONALLY BUILT,TEA TIME FOR THE TRADITIONALLY BUILT,True,male,212
1271,Dorothea Benton Frank,36935.0,3.53,31931767.0,9851.0,"SAME BEACH, NEXT YEAR","SAME BEACH, NEXT YEAR",True,female,None
1272,Philip Kerr,53936.0,4.04,23281730.0,3307.0,THE LADY FROM ZAGREB,THE LADY FROM ZAGREB,True,male,432
1273,Mark Helprin,8146.0,3.47,13391073.0,3365.0,IN SUNLIGHT AND IN SHADOW,IN SUNLIGHT AND IN SHADOW,True,male,705
1274,Thomas Pynchon,235.0,3.57,17208457.0,9589.0,BLEEDING EDGE,BLEEDING EDGE,True,male,477
1275,Lisa Jackson,13757.0,3.54,32019356.0,2611.0,YOU WILL PAY,YOU WILL PAY,True,female,416
1276,Ruth Ware,9013543.0,3.68,28187230.0,243017.0,THE WOMAN IN CABIN 10,THE WOMAN IN CABIN 10,True,None,340
1277,Jacqueline Winspear,5023.0,4.02,6553732.0,14753.0,A LESSON IN SECRETS,A LESSON IN SECRETS,True,None,321
1278,Ashley Elston,5317545.0,3.91,13018503.0,8037.0,THE DISAPPEARED,THE DISAPPEARED,True,female,320
1279,Richard Paul Evans,46097.0,4.15,11110218.0,6659.0,LOST DECEMBER,LOST DECEMBER,True,male,346
1280,Nevada Barr,43613.0,3.86,12127718.0,6851.0,THE ROPE,THE ROPE,True,female,357
1281,Louise Fitzhugh,2560.0,3.95,232576.0,91152.0,THE SPY,THE SPY,True,female,300
1282,Philippa Gregory,9987.0,3.76,28251813.0,17942.0,"THREE SISTERS, THREE QUEENS","THREE SISTERS, THREE QUEENS",True,female,556
1283,Karen Russell,26417.0,3.23,40940157.0,46496.0,SWAMPLANDIA!,SWAMPLANDIA!,True,female,418
1284,Amy Hatvany,576641.0,3.83,10113312.0,4725.0,BEST KEPT SECRET,BEST KEPT SECRET,True,female,352
1285,David Baldacci,9291.0,4.18,29467945.0,30040.0,NO MAN'S LAND,NO MAN'S LAND,True,male,656
1286,Cassia Leo,6521131.0,4.02,29539518.0,6153.0,THE BLACK BOX,THE BLACK BOX,True,female,369
1287,Ruth Reichl,5662.0,3.76,18167006.0,24230.0,DELICIOUS!,DELICIOUS!,True,female,380
1288,Chuck Palahniuk,2546.0,3.93,36236123.0,95138.0,THE SURVIVOR,THE SURVIVOR,True,male,304
1289,Jojo Moyes,281810.0,3.97,18693627.0,117609.0,THE GIRL YOU LEFT BEHIND,THE GIRL YOU LEFT BEHIND,True,female,480
1290,Richard Flanagan,8864.0,4.01,17905709.0,41691.0,THE NARROW ROAD TO THE DEEP NORTH,THE NARROW ROAD TO THE DEEP NORTH,True,male,467
1291,Terry Brooks,9629.0,4.04,7302794.0,8804.0,BEARERS OF THE BLACK STAFF (LEGENDS OF SHANNARA),BEARERS OF THE BLACK STAFF (LEGENDS OF SHANNARA),True,male,353
1292,Nora Roberts,625.0,3.99,16158519.0,31021.0,WHISKEY BEACH,WHISKEY BEACH,True,female,496
1293,Alan Bradley,1074866.0,4.16,41017660.0,23716.0,THE DEAD IN THEIR VAULTED ARCHES,THE DEAD IN THEIR VAULTED ARCHES,True,male,338
1294,Clive Cussler,18411.0,4.0,21413809.0,6209.0,HAVANA STORM,HAVANA STORM,True,male,452
1295,Danielle Steel,14255.0,4.1,35518466.0,5437.0,ACCIDENTAL HEROES,ACCIDENTAL HEROES,True,female,None
1296,Shauna Singh Baldwin,19957.0,3.72,501815.0,489.0,TIGER'S CLAW,TIGER'S CLAW,True,female,592
1297,Donna Leon,16290.0,4.06,25786897.0,5110.0,THE WATERS OF ETERNAL YOUTH,THE WATERS OF ETERNAL YOUTH,True,female,256
1298,Sophie Kinsella,6160.0,3.82,6063187.0,139429.0,TWENTIES GIRL,TWENTIES GIRL,True,None,435
1299,Michael Brandman,4678962.0,4.07,8438022.0,9496.0,ROBERT B PARKER'S KILLING THE BLUES,ROBERT B PARKER'S KILLING THE BLUES,True,male,None
1300,Greg Iles,19696.0,4.14,18505832.0,28894.0,NATCHEZ BURNING,NATCHEZ BURNING,True,male,791
1301,Sanjay Gupta,162139.0,3.47,13176500.0,3406.0,MONDAY MORNINGS,MONDAY MORNINGS,True,male,304
1302,Barbara Taylor Bradford,5353.0,3.32,2957414.0,1161.0,BEING ELIZABETH,BEING ELIZABETH,True,female,416
1303,Lucia Berlin,157697.0,4.18,22929586.0,13314.0,A MANUAL FOR CLEANING WOMEN,A MANUAL FOR CLEANING WOMEN,True,female,432
1304,David Baldacci,9291.0,4.06,23153154.0,79787.0,MEMORY MAN,MEMORY MAN,True,male,416
1305,Jane Smiley,1339.0,3.84,23602474.0,6204.0,EARLY WARNING,EARLY WARNING,True,female,476
1306,Lisa Scottoline,20258.0,3.78,17934416.0,19050.0,KEEP QUIET,KEEP QUIET,True,female,338
1307,Stephen King,3389.0,3.76,20926278.0,82699.0,REVIVAL,REVIVAL,True,male,405
1308,James Patterson,3780.0,3.85,25324116.0,9787.0,PRIVATE PARIS,PRIVATE PARIS,True,male,544
1309,Jennifer Chiaverini,11630.0,4.17,3678952.0,4212.0,THE LOST QUILTER,THE LOST QUILTER,True,female,352
1310,Eleanor Brown,571131.0,3.36,8573020.0,42055.0,THE WEIRD SISTERS,THE WEIRD SISTERS,True,female,320
1311,Annie Barrows,63116.0,3.75,22551743.0,14839.0,THE TRUTH ACCORDING TO US,THE TRUTH ACCORDING TO US,True,female,486
1312,Miley Cyrus,990148.0,3.5,6263078.0,8550.0,MILES TO GO,MILES TO GO,True,female,263
1313,J.D. Robb,17065.0,4.34,22571696.0,16348.0,OBSESSION IN DEATH,OBSESSION IN DEATH,True,None,404
1314,Glennon Doyle Melton,4175328.0,4.08,31845516.0,37567.0,WARRIORS,WARRIORS,True,None,272
1315,Christopher Reich,49607.0,3.98,7144448.0,2212.0,RULES OF BETRAYAL,RULES OF BETRAYAL,True,male,372
1316,James Dashner,348878.0,3.77,7864437.0,294713.0,CURE,CURE,True,male,325
1317,C.J. Roberts,5174152.0,4.3,13612739.0,51535.0,SEDUCED,SEDUCED,True,female,505
1318,Aimee Bender,5285.0,3.2,7048800.0,52272.0,THE PARTICULAR SADNESS OF LEMON CAKE,THE PARTICULAR SADNESS OF LEMON CAKE,True,female,292
1319,Aimee Molloy,365937.0,3.55,35887193.0,30342.0,THE PERFECT MOTHER,THE PERFECT MOTHER,True,female,317
1320,Jackie Collins,49699.0,3.84,6791610.0,6873.0,POOR LITTLE BITCH GIRL,POOR LITTLE BITCH GIRL,True,female,472
1321,Jeff Lindsay,10482.0,3.79,7469133.0,16505.0,DEXTER IS DELICIOUS,DEXTER IS DELICIOUS,True,None,350
1322,Michelle Kemper Brownlow,6951309.0,3.69,17408300.0,653.0,IN TOO DEEP,IN TOO DEEP,True,female,338
1323,Adriana Trigiani,9219.0,3.99,13127599.0,69320.0,THE SHOEMAKER'S WIFE,THE SHOEMAKER'S WIFE,True,female,475
1324,Terry Goodkind,3441.0,3.6,6311614.0,11162.0,THE LAW OF NINES,THE LAW OF NINES,True,male,502
1325,Nevada Barr,43613.0,3.82,17934372.0,4765.0,DESTROYER ANGEL,DESTROYER ANGEL,True,female,342
1326,Alfred Noyes,42249.0,4.27,116381.0,5162.0,THE HIGHWAYMAN,THE HIGHWAYMAN,True,male,32
1327,Jane Green,12915.0,3.43,6054190.0,12548.0,DUNE ROAD,DUNE ROAD,True,female,341
1328,Kim Harrison,17054.0,4.45,8138071.0,41467.0,PALE DEMON,PALE DEMON,True,female,439
1329,Tabitha Suzuma,599916.0,4.05,7600924.0,47993.0,FORBIDDEN,FORBIDDEN,True,female,418
1330,Daniel Silva,29085.0,4.18,23460947.0,20085.0,THE ENGLISH SPY,THE ENGLISH SPY,True,None,484
1331,Neal Stephenson,545.0,3.97,10552338.0,44260.0,REAMDE,REAMDE,True,male,1044
1332,Margaret Atwood,3472.0,3.87,28588073.0,19905.0,HAG-SEED,HAG-SEED,True,female,301
1333,Iris Johansen,32498.0,4.0,21853634.0,2590.0,YOUR NEXT BREATH,YOUR NEXT BREATH,True,None,352
1334,Lauren Kate,2905297.0,3.73,6487308.0,442467.0,THE FALLEN,THE FALLEN,True,female,452
1335,James Rollins,38809.0,4.02,29100224.0,8410.0,THE SEVENTH PLAGUE,THE SEVENTH PLAGUE,True,male,425
1336,James Patterson,3780.0,3.23,32603500.0,6573.0,THE STORE,THE STORE,True,male,None
1337,Stephenie Meyer,941441.0,4.03,4502877.0,141093.0,MIDNIGHT SUN,MIDNIGHT SUN,True,female,264
1338,Jacqueline Winspear,5023.0,4.04,25776606.0,11257.0,JOURNEY TO MUNICH,JOURNEY TO MUNICH,True,None,233
1339,Bernard Cornwell,12542.0,4.4,25394440.0,11360.0,WARRIORS OF THE STORM,WARRIORS OF THE STORM,True,None,320
1340,Seth Grahame-Smith,169377.0,3.7,7108001.0,123563.0,ABRAHAM LINCOLN: VAMPIRE HUNTER,ABRAHAM LINCOLN: VAMPIRE HUNTER,True,male,336
1341,Tami Hoag,9890.0,4.07,1747182.0,19842.0,DEEPER THAN THE DEAD,DEEPER THAN THE DEAD,True,female,432
1342,Patricia Cornwell,1025097.0,3.58,7926242.0,18804.0,PORT MORTUARY,PORT MORTUARY,True,female,496
1343,Kendall Ryan,6473923.0,3.82,36297992.0,4261.0,XO,XO,True,female,334
1344,Andrew Gross,8214.0,3.82,16137521.0,2671.0,NO WAY BACK,NO WAY BACK,True,male,342
1345,Chuck Palahniuk,2546.0,2.99,19523454.0,12505.0,BEAUTIFUL YOU,BEAUTIFUL YOU,True,male,240
1346,Ernest Hemingway,1455.0,3.66,108218.0,8010.0,MEN WITHOUT WOMEN,MEN WITHOUT WOMEN,True,male,153
1347,Ashley Antoinette,2843599.0,4.57,5953477.0,7118.0,THE CARTEL,THE CARTEL,True,female,278
1348,Mary Kay Andrews,21387.0,3.89,41014681.0,17868.0,THE FIXER UPPER,THE FIXER UPPER,True,None,436
1349,Tasmina Perry,257937.0,3.97,24485860.0,740.0,THE LAST KISS GOODBYE,THE LAST KISS GOODBYE,True,female,384
1350,Lisa Jackson,13757.0,3.78,12351871.0,7170.0,YOU DON'T WANT TO KNOW,YOU DON'T WANT TO KNOW,True,female,416
1351,Jackie Collins,49699.0,3.78,2356639.0,3112.0,MARRIED LOVERS,MARRIED LOVERS,True,female,512
1352,Linda Fairstein,48895.0,3.94,8853981.0,4652.0,SILENT MERCY,SILENT MERCY,True,None,400
1353,Lisa Genova,978484.0,3.99,22716194.0,37384.0,INSIDE THE O'BRIENS,INSIDE THE O'BRIENS,True,female,343
1354,Steve Berry,3621.0,4.05,25671826.0,8649.0,THE 14TH COLONY,THE 14TH COLONY,True,male,450
1355,Anne Rice,7577.0,3.79,21412673.0,18448.0,PRINCE LESTAT,PRINCE LESTAT,True,female,458
1356,Kevin Hearne,4414255.0,3.35,22059478.0,7002.0,STAR WARS: HEIR TO THE JEDI,STAR WARS: HEIR TO THE JEDI,True,male,291
1357,Jennifer Weiner,9212.0,3.68,7227174.0,42112.0,FLY AWAY,FLY AWAY,True,female,401
1358,Alan Dean Foster,11735.0,3.72,25387202.0,13574.0,THE FORCE AWAKENS,THE FORCE AWAKENS,True,male,272
1359,Debbie Macomber,11349.0,3.99,33133980.0,7402.0,ANY DREAM WILL DO,ANY DREAM WILL DO,True,female,None
1360,James Rollins,38809.0,4.16,5171894.0,23774.0,THE DOOMSDAY KEY,THE DOOMSDAY KEY,True,male,448
1361,Sandra Brown,6218.0,4.07,17333403.0,13518.0,DEADLINE,DEADLINE,True,female,410
1362,Lee Child,5091.0,4.02,13359067.0,52504.0,A WANTED MAN,A WANTED MAN,True,male,15
1363,Drew Karpyshyn,20030.0,3.93,10687840.0,11373.0,THE OLD REPUBLIC: REVAN,THE OLD REPUBLIC: REVAN,True,None,289
1364,Glenn Beck,188932.0,4.06,20736588.0,1189.0,AGENDA 21: INTO THE SHADOWS,AGENDA 21: INTO THE SHADOWS,True,male,323
1365,Richard Castle,1953433.0,3.92,10532477.0,16098.0,HEAT RISES,HEAT RISES,True,male,301
1366,Bernard Cornwell,12542.0,4.43,28949218.0,10011.0,THE FLAME BEARER,THE FLAME BEARER,True,None,304
1367,Tess Gerritsen,18149.0,4.2,33153725.0,11668.0,I KNOW A SECRET,I KNOW A SECRET,True,female,319
1368,S.L. Scott,6467114.0,3.92,31427716.0,1200.0,SWEET TALK,SWEET TALK,True,female,341
1369,Anita Shreve,3530.0,3.2,6413388.0,9786.0,A CHANGE IN ALTITUDE,A CHANGE IN ALTITUDE,True,female,307
1370,Stephanie Danler,9824300.0,3.28,26192646.0,43582.0,SWEETBITTER,SWEETBITTER,True,female,368
1371,Dean Koontz,9355.0,3.72,281433.0,29373.0,TICK TOCK,TICK TOCK,True,None,352
1372,Kevin Powers,3140334.0,3.74,13366259.0,21757.0,THE YELLOW BIRDS,THE YELLOW BIRDS,True,male,226
1373,Jennifer Weiner,9212.0,3.75,25205422.0,31864.0,WHO DO YOU LOVE,WHO DO YOU LOVE,True,female,388
1374,William Kent Krueger,71170.0,3.99,32920259.0,3008.0,SULFUR SPRINGS,SULFUR SPRINGS,True,male,306
1375,Carl Hiaasen,8178.0,3.81,28185972.0,14364.0,RAZOR GIRL,RAZOR GIRL,True,male,335
1376,Stephen Hunter,12546.0,4.09,7841445.0,5237.0,DEAD ZERO,DEAD ZERO,True,male,406
1377,Phil Klay,7114556.0,3.97,18114068.0,19985.0,REDEPLOYMENT,REDEPLOYMENT,True,male,288
1378,Elin Hilderbrand,88301.0,3.76,24819476.0,16960.0,WINTER STROLL,WINTER STROLL,True,None,263
1379,Paulo Coelho,566.0,3.04,20819682.0,39624.0,ADULTERY,ADULTERY,True,male,272
1380,Harry Brandt,8436083.0,3.62,22895696.0,8682.0,THE WHITES,THE WHITES,True,male,333
1381,James Patterson,3780.0,4.23,25066591.0,20315.0,CROSS JUSTICE,CROSS JUSTICE,True,male,528
1382,Kathy Reichs,26372.0,3.87,13030356.0,16442.0,BONES ARE FOREVER,BONES ARE FOREVER,True,female,283
1383,Morgan Rhodes,5295120.0,3.81,12954620.0,45374.0,THE KINGDOM,THE KINGDOM,True,None,412
1384,Debbie Macomber,11349.0,3.61,24476986.0,9581.0,DASHING THROUGH THE SNOW,DASHING THROUGH THE SNOW,True,female,256
1385,Orson Scott Card,589.0,4.3,375802.0,987545.0,THE END GAME,THE END GAME,True,male,324
1386,C.J. Redwine,4864634.0,3.75,23299513.0,13018.0,THE SHADOW QUEEN,THE SHADOW QUEEN,True,female,387
1387,Richard North Patterson,38537.0,3.85,6902794.0,2209.0,IN THE NAME OF HONOR,IN THE NAME OF HONOR,True,male,401
1388,Michael Connelly,12470.0,4.32,34390820.0,31952.0,TWO KINDS OF TRUTH,TWO KINDS OF TRUTH,True,male,417
1389,Anne Perry,6331.0,3.99,3655727.0,2718.0,EXECUTION DOCK,EXECUTION DOCK,True,female,306
1390,Rachel Joyce,5309857.0,3.9,13227454.0,131979.0,THE UNLIKELY PILGRIMAGE OF HAROLD FRY,THE UNLIKELY PILGRIMAGE OF HAROLD FRY,True,female,320
1391,Matthew  Thomas,7829666.0,3.7,17830123.0,24486.0,WE ARE NOT OURSELVES,WE ARE NOT OURSELVES,True,male,620
1392,Michael Connelly,12470.0,4.12,17333227.0,36490.0,THE GODS OF GUILT,THE GODS OF GUILT,True,male,389
1393,Jan Karon,40552.0,4.18,24875378.0,8905.0,COME RAIN OR COME SHINE,COME RAIN OR COME SHINE,True,female,287
1394,Brad Thor,5088.0,4.24,7313444.0,16906.0,FOREIGN INFLUENCE,FOREIGN INFLUENCE,True,male,373
1395,Jacqueline Woodson,74640.0,3.86,27213163.0,22678.0,ANOTHER BROOKLYN,ANOTHER BROOKLYN,True,female,177
1396,Ace Atkins,140695.0,4.04,13269092.0,8781.0,ROBERT B PARKER'S LULLABY,ROBERT B PARKER'S LULLABY,True,male,310
1397,Caleb Carr,27779.0,3.18,28952751.0,3298.0,"SURRENDER, NEW YORK","SURRENDER, NEW YORK",True,None,624
1398,Christopher Moore,16218.0,3.93,23460830.0,13040.0,SECONDHAND SOULS,SECONDHAND SOULS,True,male,335
1399,W. Bruce Cameron,327737.0,4.41,13167796.0,19307.0,A DOG'S JOURNEY,A DOG'S JOURNEY,True,None,336
1400,J.D. Robb,17065.0,4.31,16299341.0,17756.0,THANKLESS IN DEATH,THANKLESS IN DEATH,True,None,402
1401,Sarah Dunant,15830.0,3.64,16142157.0,8278.0,BLOOD AND BEAUTY,BLOOD AND BEAUTY,True,female,596
1402,Loretta Chase,76405.0,4.11,425377.0,24768.0,SCOUNDRELS,SCOUNDRELS,True,female,375
1403,Charlaine Harris,17061.0,3.67,10407279.0,87431.0,DEADLOCK,DEADLOCK,True,None,327
1404,Ace Atkins,140695.0,3.98,16158516.0,5376.0,ROBERT B PARKER'S WONDERLAND,ROBERT B PARKER'S WONDERLAND,True,male,306
1405,Ann Packer,9915.0,3.52,22609396.0,6760.0,THE CHILDREN'S CRUSADE,THE CHILDREN'S CRUSADE,True,female,448
1406,James Rollins,38809.0,4.13,23434061.0,10471.0,THE BONE LABYRINTH,THE BONE LABYRINTH,True,male,688
1407,Katherine Howe,342135.0,3.7,4836308.0,47694.0,THE PHYSICK BOOK OF DELIVERANCE DANE,THE PHYSICK BOOK OF DELIVERANCE DANE,True,female,371
1408,James Patterson,3780.0,4.05,23717678.0,29562.0,THE MURDER HOUSE,THE MURDER HOUSE,True,male,451
1409,Richard Russo,7844.0,4.08,27068575.0,11352.0,EVERYBODY'S FOOL,EVERYBODY'S FOOL,True,male,477
1410,Anthony Horowitz,32590.0,3.74,23347686.0,4301.0,TRIGGER MORTIS,TRIGGER MORTIS,True,None,304
1411,James Patterson,3780.0,4.1,30363792.0,7747.0,RED ALERT,RED ALERT,True,male,338
1412,Greg McKeown,4040962.0,4.03,18077875.0,31176.0,PURSUIT,PURSUIT,True,male,260
1413,Dan Brown,630.0,3.69,976.0,535725.0,DECEPTION,DECEPTION,True,male,556
1414,Stuart Woods,3936.0,3.84,17707617.0,4588.0,DOING HARD TIME,DOING HARD TIME,True,male,320
1415,Richard Ford,7849.0,3.63,20828358.0,3935.0,LET ME BE FRANK WITH YOU,LET ME BE FRANK WITH YOU,True,male,240
1416,Jamie McGuire,4464118.0,4.08,23714532.0,25496.0,BEAUTIFUL SACRIFICE,BEAUTIFUL SACRIFICE,True,female,284
1417,Christopher Buckley,16903.0,3.64,111362.0,3118.0,LITTLE GREEN,LITTLE GREEN,True,male,317
1418,William R. Forstchen,8589.0,3.93,4922079.0,41714.0,ONE SECOND AFTER,ONE SECOND AFTER,True,male,352
1419,Brandon Sanderson,38550.0,4.36,68429.0,217397.0,ASCENSION,ASCENSION,True,male,590
1420,J.D. Robb,17065.0,4.35,24611529.0,15374.0,DEVOTED IN DEATH,DEVOTED IN DEATH,True,None,374
1421,Janice Y.K. Lee,1605157.0,3.33,4332082.0,19293.0,THE PIANO TEACHER,THE PIANO TEACHER,True,female,328
1422,Richard Paul Evans,46097.0,3.89,29430782.0,4338.0,THE MISTLETOE SECRET,THE MISTLETOE SECRET,True,male,308
1423,Mary Kay Andrews,21387.0,3.93,13167062.0,17265.0,SPRING FEVER,SPRING FEVER,True,None,402
1424,James Patterson,3780.0,4.02,10343389.0,27512.0,KILL ALEX CROSS,KILL ALEX CROSS,True,male,375
1425,Terry Pratchett,1654.0,3.96,11275323.0,27540.0,RAISING STEAM,RAISING STEAM,True,male,377
1426,Richelle Mead,137902.0,4.35,5996153.0,258102.0,THE PROMISE,THE PROMISE,True,female,503
1427,Gillian Flynn,2383.0,3.93,5886881.0,471796.0,A DARKER PLACE,A DARKER PLACE,True,female,349
1428,David Rakoff,5855.0,3.92,16099190.0,6182.0,"LOVE, DISHONOR, MARRY, DIE, CHERISH, PERISH","LOVE, DISHONOR, MARRY, DIE, CHERISH, PERISH",True,male,115
1429,Orson Scott Card,589.0,3.78,12040447.0,15117.0,SHADOWS IN FLIGHT,SHADOWS IN FLIGHT,True,male,237
1430,Sarah Addison Allen,566874.0,3.96,21853633.0,27288.0,FIRST FROST,FIRST FROST,True,female,296
1431,Ariana Franklin,49612.0,3.95,86643.0,31066.0,DEATH'S MISTRESS,DEATH'S MISTRESS,True,female,384
1432,Christine Feehan,6268.0,4.22,10606009.0,10691.0,DARK PREDATOR,DARK PREDATOR,True,female,372
